Monitoring Activity: Monitoring Activity Number,Project Name: Project Name,Monitoring Activity: ID,Comments,Contact,Completed?,Country,Department,Development Summary,DO,ECON Report Completed,ECON,ENV,ENV Report Completed,ENV Summary,Fiscal Year,Follow Up,"If Other Activity type, describe here",Monitoring Activity Date,Maturity Date,Monitoring Activity Type,Project ID,Site Visit Start Date,Site Visit Status,SOC,SOC Report Completed,SOC Summary,US Economic Impact Summary,Visit Number,Visit Reason,Monitoring Activity: Record Type,Monitoring Activity: Owner Role,Monitoring Activity: Last Modified Date,Project Name: Type,Project Name: Project Record Type,Project Name: Lead Source,Project Name: Requested DFC Amount,Project Name: Expected Revenue,Project Name: Won,Project Name: Closed,Project Name: Expected Commitment Date,Project Name: Next Step,Project Name: Process Stage,Project Name: Probability (%),Project Name: Fiscal Period,Project Name: Fiscal Year,Project Name: Age,Project Name: Stage Duration,Project Name: Report Category,Project Name: Description,Project Name: Has Line Item,Project Name: Private,Project Name: Created Date,Project Name: Last Modified Date,Project Name: Last Activity,Project Name: API ID,Project Name: Owner Role,Project Name: Project Owner: Title,Project Name: Project Owner: Company,Project Name: Project Owner: Department,Project Name: Project Owner: Division,Project Name: Project Owner: Profile,Project Name: Project Owner: Active,Project Name: Form 007 Comments,Project Name: Form 007 Status,Project Name: Form 007 GUID,Project Name: Form 007 Intake Number,Project Name: 007 Activation Code,Project Name: Form 007 Exception Detail,Project Name: Form 007 Exception Justification,Project Name: SOC Clearance,Project Name: SOC Is Data Sensitive,Project Name: Social Clearance Date,Project Name: Social Clearance Status,Project Name: Pipeline SOC Clearance Status,Project Name: Associated Fund,Project Name: Environmental Summary,Project Name: Environmental Clearance Notes,Project Name: Environmental Officer,Project Name: ENV Clearance,Project Name: ENV is Data Sensitive,Project Name: Env Category,Project Name: Environmental Clearance Date,Project Name: Environmental Clearance Status,Project Name: Pipeline Environmental Clearance Date,Project Name: Pipeline Environmental Clearance Status,Project Name: ECON IQ Metrics Original,Project Name: ECON IQ Metrics,Project Name: zPipeline Economic Clearance Status,Project Name: Secondary Reason for Termination,Project Name: U.S. Economic Impact:,Project Name: Economic Clearance Notes,Project Name: ECON Clearance,Project Name: ECON Project Info,Project Name: Pipeline Economic Clearance Status,Project Name: Pipeline Economic Clearance Date,Project Name: Economic Clearance Date,Project Name: Economic Clearance Status,Project Name: Secondary Office,"Project Name: ""Development/IQ"" Score",Project Name: IQ Score Total,Project Name: IQ Scoring Classification,Project Name: IQ Scoring Model,Project Name: Development/IQ” Score (proxy),Project Name: Unique Entity ID (SAM),Project Name: Is 008 Eligible,Project Name: Site Monitored,Project Name: Transferred to Monitoring,Project Name: In Monitoring,Project Name: Monitoring Designation,Project Name: Requires ODP Clearance,Project Name: ODP Recieved Date,Project Name: ODP Group,Project Name: U.S. Representative,Project Name: County,Project Name: Project ID,Project Name: Multiple Investors,Project Name: Investor Size SB,Project Name: Investment Committee Status,Project Name: Investment Committee Approval Date,Project Name: Other Investment Insurance Amount,Project Name: Investment Committee Scheduled Date,Project Name: Other Investment Insurance Details,Project Name: Has Equity Investment,Project Name: Board Approval Actual Date,Project Name: Board Approval Scheduled Date,Project Name: Board Approval Status,Project Name: Credit Approval Date,Project Name: Underwriting Approval Date,Project Name: Project Screening Approval Date,Project Name: Evaluation Committee Approval Date,Project Name: Funds Evaluation Committee Approval Date,Project Name: Loan Approval Date,Project Name: Equity Evaluation Committee Approve Date,Project Name: CEO Approval Date,Project Name: TA Approval Date,Project Name: Highest Level of Approval Needed,Project Name: Highest Level Approval Needed Achieved,Project Name: Host Country Income Category,Project Name: Country,Project Name: Host Country,Project Name: Project Countries,Project Name: Host Country Region,Project Name: Single Country Coverage,Project Name: Host Country is Review,Project Name: Host Country Low Income Priority,Project Name: Counts Toward Portfolio Exposure,Project Name: Consent Letter Counter Signed Date,Project Name: Discount Factor Pipeline,Project Name: Host Country Code,Project Name: Project Count Amount,Project Name: Reporting Count,Project Name: Country Income Level,Project Name: Lock Country Income Level,Project Name: Has US  Participant Project Account,Project Name: Reporting Count Notes,Project Name: CN Required for Country Override,Project Name: CN Required for Country,Project Name: Account Name,Project Name: Account Site,Project Name: Account Record Type,Project Name: Account Number,Project Name: Account ID,Project Name: Billing Country,Project Name: Shipping Country,Project Name: Country,Project Name: DFC Account ID,Project Name: Account Id
MA - 000047,Iron Pillar Fund I Ltd.,a273d000001OyDX,,,,India,ODP,,0,0,0,0,0,,2024,,,10/30/2023,4/15/2025,Environmental & Social Compliance Project Evaluation,9000052766,,,0,0,,,,,,Administrative,11/27/2023,,Fund,,25000000,25000000,1,1,6/8/2018,,Liquidating,100,Q3-2018,2018,318,1879,Portfolio,Iron Pillar is a Late Stage Venture Fund in India,0,0,7/25/2017,4/23/2025,,006t00000026MHP,,Investment Funds Specialist,,Office of Investment Funds (OIF),ECON Users,Equity - Funds,1,Please include the requested OPIC amount,Policy Clearance Completed,7e468a56-8a32-4e4d-b577-d271fc9eb7b3,18406,,,,LHR-2298,0,1/18/2018,C-Cleared,Clearance Completed,,,,,EN-02298,0,D,12/19/2017,C-Cleared,2017-12-19,Clearance Completed,a21t000000HGgz6,9000052766 Form_008_Submission_Adjustment 2023,,,,,EC-04820,a1It0000000LQxw,Clearance Completed,2018-01-23,1/23/2018,C-Cleared,,52.5,92.37,Developmental,0.1.4,,,0,0,,0,,1,,,,,9000052766,0,0,,2/28/2018,,,,0,,,,,,,12/13/2017,12/13/2017,2/28/2018,,,,IC,0,Low,,India,India,Asia,0,0,1,1,,,386,25000000,1,,0,0,,0,0,Iron Pillar Capital Management Ltd,,SF,,001t000000BZAwG,,,Maurtitius,,A-033186
MA - 000046,Sewa Grih Rin Limited,a273d000001LccR,,Purnima Banka,,India,ODP,,0,0,0,0,0,,2023,,,2/22/2023,2/5/2035,Development Impact Monitoring Review,9000083099,,,0,0,,,,,,,10/26/2023,,SMEF,,30000000,30000000,1,1,9/13/2019,,Transferred to Monitoring,100,Q4-2019,2019,472,1772,Portfolio,SEWA Grih Rin (“SGR”) is an Indian housing finance company that provides micro-housing loans to low-income women borrowers.,0,0,5/29/2018,3/18/2025,,006t0000002sZVB,,"Managing Director, Financial Institutions Portfolio Management",,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,4e3f726a-8608-4243-852a-149cfddef46b,25875,,,,SOC-2443,0,1/15/2019,C-Cleared,Clearance Completed,,,,,EN-02443,0,C,1/15/2019,C-Cleared,2019-01-15,Clearance Completed,a21t000000HGgsF,9000083099 Form_008_Submission_Adjustment 2021,,,,,EC-05122,a1It0000001fSXJ,Clearance Completed,2019-08-13,8/13/2019,C-Cleared,,70,0,Not Scored,0.1.4,,,0,0,6/22/2020,0,,1,,,,,9000083099,0,0,,8/13/2019,,,,0,,,,7/22/2019,,6/5/2018,,,7/22/2019,,,,IC,0,Low,,India,India,Asia,0,0,1,1,,,386,30000000,1,,0,1,,0,0,"AHI Capital Gateway, Inc",,SF,,001t000000C4V89,,,United States,,A-033264
MA - 000045,CreditAccess Asia N.V.,a273d000001KK7d,,,,India,ODP,,0,0,0,0,0,,2023,,,2/27/2023,,Development Impact Monitoring Review,9000031688,,,0,0,,,,,,,10/5/2023,,Portfolio Company,,17270000,17270000,1,1,9/30/2016,,Invested,100,Q4-2016,2016,332,2987,Portfolio,"The proceeds will provide primary capital to disburse small ticket size loans to low income group in India, Indonesia and the Philippines",0,0,11/3/2015,10/22/2024,,006t00000025HHP,,Managing Director,,Office of Investment Funds (OIF),,Equity - Funds,1,,Policy Clearance Completed,1496983e-1e73-437e-aad0-1625ec144bbe,7375,,,,LHR-1555,0,2/1/2016,C-Cleared,Clearance Completed,,,"PUBLIC PROJECT SUMMARY

Projects involving loans to microfinance institutions are screened as Category C projects under OPIC’s environmental and social guidelines.  Environmental, health, safety and social impact concerns are minimal.  However, in order to insure that the Portfolio Company’s loans are consistent with OPIC’s statutory and policy requirements the loan will be subject to conditions regarding use of proceeds. Credit Access Asia has an environmental and social policy as well as an adequate grievance mechanism in place.","Kim, Jean",EN-01555,0,C,1/5/2016,C-Cleared,2016-01-05,Under Review,,,,,"The Project is not expected to have a negative impact on the U.S. economy or employment.  There is no U.S. procurement associated with this Project, and, therefore the Project is expected to have a neutral impact on U.S. employment.  The Project is expected to have a positive five-year U.S. balance of payments impact.","This Project is expected to have a highly developmental impact in India, Indonesia, and the Philippines by providing growth capital to support microfinance lending, primarily to rural and women borrowers.  The Fund will make an equity investment in a Portfolio Company that will on-lend the proceeds to three microfinance institutions. According to the World Bank, over half of the world’s unbanked population resides in Asia. This investment will support the host governments’ efforts to increase financial inclusion to poor, rural individuals that are currently underserved by traditional banking institutions.  This Project is expected to result in significant job creation, tax payments to the host governments, and training by the Portfolio Company to micro-borrowers in financial literacy.  In India, where the Portfolio Company will have its largest investment, the microfinance institution is evaluating a pilot program for paperless loan approvals that utilize technologies like cell phones.  The Portfolio Company is also working with this microfinance institution to evaluate a possible small banking license application following the Reserve Bank of India’s September 2015 announcement to license up to 10 financial institutions to establish small banks that will be able to provide microfinance loans in India.",EC-04074,CreditAccess Asia N.V.,Clearance Completed,2016-02-01,2/1/2016,C-Cleared,,70,0,Not Scored,0.1.4,,,0,0,,0,,0,,,,,9000031688,0,0,,,,,,0,,,,,,,,,,,,,Sub-IC,0,Low,,India,"Indonesia, Philippines, India",Asia,0,0,1,0,,,386,,1,,0,0,,0,0,,,,,,,,,,
MA - 000022,"Aster Medcity through investment in the parent, Aster DM Healthcare Limited",a273d0000012m5h,,,,India,ODP,,0,0,0,0,0,,2023,,,,,Development Impact Monitoring Review,9000083102,,,0,0,,,,,,,6/6/2023,,Portfolio Company,,4651561,4651561,1,1,9/30/2018,,Invested,100,Q4-2018,2018,122,2212,Portfolio,Follow on investment to their investment in a hospital in India.  The original investment is also OPIC-supported and included in Olympus fund III.,0,0,5/31/2018,10/22/2024,,006t0000002shkq,,Managing Director,,Office of Investment Funds (OIF),,Equity - Funds,1,,Policy Clearance Completed,60ab95a7-6e00-43be-94ba-b9429c5f260e,13238,,,,SOC-2380,0,12/13/2018,C-Cleared,Clearance Completed,,,,,EN-02380,0,B,11/9/2018,C-Cleared,2018-11-09,Clearance Completed,a21t000000Et8Xi,9000083102 Form_008_Submission_Adjustment 2019,,,,,EC-04954,a1It0000000HFv1,Clearance Completed,2018-08-30,8/30/2018,C-Cleared,,30,0,Not Scored,0.1.4,,,0,0,,0,,1,,,,,9000083102,0,0,,,,,,0,,,,,,,,,,,,,Sub-IC,0,Low,,India,India,Asia,0,0,1,1,3/10/2019,,386,4651561,1,,0,0,,0,0,OLYMPUS CAPITAL HOLDINGS ASIA,,,,0017000001BzERZ,HONG KONG,,United States,LHOLDINGSAOLYMPUSCAP,A-006755
MA - 000010,National Investment and Infrastructure Master Fund (NIIF),a273d000000pARG,,,,India,ODP,,0,0,0,0,0,,,,,10/31/2022,10/27/2035,Environmental & Social Compliance Project Evaluation,9000104444,,,0,0,,,,,,,7/31/2024,,Fund,,54910000,54910000,1,1,12/17/2020,,Disbursing (after 1st Disbursement),100,Q1-2021,2021,220,1519,Portfolio,"The Fund makes investments in core infrastructure sectors such as roads, ports, airports, logistics, renewableenergy, power etc.",0,0,5/11/2020,4/16/2025,,006t0000003QESU,,Investment Funds Specialist,,Office of Investment Funds (OIF),ECON Users,Equity - Funds,1,,Policy Clearance Completed,2f937042-5cfc-4ac2-833c-173c7f81de0d,36138,,,Parent-level Investment Fund (IFD),SOC-2755,1,10/22/2020,C-Cleared,Clearance Completed,,,,,EN-02755,0,D,10/22/2020,C-Cleared,2020-10-22,Clearance Completed,a21t000000Et9yu,9000104444-IQ Adjustment Initial Score 2021,,,,,EC-05513,a1It000000B1vq0,Clearance Completed,2020-10-23,10/23/2020,C-Cleared,,111.1,118.77,Highly Developmental,0.1.4,,,0,0,,0,,1,,,,,9000104444,0,0,,9/11/2020,,,,0,10/13/2020,,,,,,7/30/2020,9/2/2020,,,,,Board,0,Middle,,India,India,Asia,0,0,0,1,,,386,,1,Lower Middle Income,1,0,,0,0,National Investment and Infrastructure Fund Ltd.,,SF,,001t000000AdJxQ,,,India,,A-033016
MA - 000089,"Openspace Ventures Plus, L.P. (“OSV+”)",a273d000002OPqu,,,,Indonesia,ODP,,0,0,0,0,0,,2024,,,1/11/2024,1/16/2044,Development Impact Monitoring Review,9000104947,,,0,0,,,,,,,8/19/2024,,Fund,,30000000,30000000,1,1,6/15/2021,,Disbursing (after 1st Disbursement),100,Q3-2021,2021,111,1233,Portfolio,"Openspace Ventures Plus, L.P. is a mid and later-stage venture fund investing in impactful Southeast Asian technology companies.",0,0,2/24/2021,4/8/2025,,006t0000004FAjQ,,Investment Funds Specialist,,Office of Investment Funds (OIF),,Equity - Funds,1,,Policy Clearance Completed,86a027d7-a7c7-43c9-a30f-c8a291491c3c,43443,,,Parent-level Investment Fund (IFD),SOC-2969,0,4/9/2021,C-Cleared,Clearance Completed,,,,,EN-02970,0,D,4/9/2021,C-Cleared,2021-04-09,Clearance Completed,a21t000000Et7FT,9000104947-IQ Adjustment Initial Score 2021,,,,,EC-05727,a1It000000B20Hj,Clearance Completed,2021-04-22,4/22/2021,C-Cleared,,112.5,112.46,Developmental,0.1.4,,,0,0,,0,,1,,,,,9000104947,0,0,,4/23/2021,,,,0,5/14/2021,5/17/2021,,,,,4/12/2021,4/12/2021,5/14/2021,,,,Board,0,,,Asia Regional,ASIA REGIONAL,Asia,0,0,0,1,,,499,,1,Upper Middle Income,1,0,,0,0,OpenSpace Ventures Pte Ltd,,SF,,001t000000M64Cf,,,Singapore,,A-034575
MA - 000090,PT Resilience Covid Indonesia,a273d000002OPt3,,,,Indonesia,ODP,,0,0,0,0,0,,2024,,,1/17/2024,1/29/2026,Development Impact Monitoring Review,9000104451,,,0,0,,,,,,,8/19/2024,,SMEF,,28000000,28000000,1,1,10/30/2020,,Transferred to Monitoring,100,Q1-2021,2021,165,1547,Portfolio,A 70% loan portfolio guarantee with ICS fund to guarantee loans to health care facilities and SMEs providing essential goods in the food value-chain.,0,0,5/18/2020,4/10/2025,,006t0000003QFqC,,"Director, Relationships (Asia/Mena)",,Office of Small Business and Financial Services (OSBFS),,SMEF User,1,,Policy Clearance Completed,1a1fc428-e5fe-4da8-854a-5b5d2868544a,38020,,,,SOC-2821,0,9/29/2020,C-Cleared,Clearance Completed,,,,,EN-02821,0,C,9/22/2020,C-Cleared,2020-09-22,Clearance Completed,a21t000000HGgsK,9000104451 Form_008_Submission_Adjustment 2021,,,,,EC-05579,a1It000000AVinK,Clearance Completed,2020-11-16,11/16/2020,C-Cleared,,131.8,132.67,Highly Developmental,0.1.4,,,0,0,2/1/2021,0,,1,,,,,9000104451,0,0,,11/19/2020,,,,0,,,,11/10/2020,,7/30/2020,,,,,,,IC,0,Middle,,Indonesia,Indonesia,Asia,0,0,0,1,,,497,,1,Upper Middle Income,1,0,,0,0,USAID-Indonesia,,SF,,001t000000MYUIf,Indonesia,,Indonesia,,A-034685
MA - 000088,WLB Asset II C Pte. Ltd.,a273d000002OPpr,,,,Indonesia,ODP,,0,0,0,0,0,,2024,,,1/12/2024,9/30/2029,Development Impact Monitoring Review,9000104164,,,0,0,,,,,,,8/19/2024,,SMEF,,15000000,15000000,1,1,9/6/2019,,Transferred to Monitoring,100,Q4-2019,2019,0,1916,Portfolio,Support SMES operating in the sustainable agriculture and clean energy sectors or MFIs deemed to have a positive impact on women’s livelihood,0,0,1/30/2020,4/10/2025,,006t0000003UCxP,,"Director, Relationships (Asia/Mena)",,Office of Small Business and Financial Services (OSBFS),,SMEF User,1,,N/A,,,,,,,0,,,,,,,,,0,,,,,,a213d000002M4hs,9000104164-IQ Adjustment Initial Score 2019,,,,,,,,,,,,,0,Not Scored,0.1.4,,,0,0,9/6/2019,0,,0,,,,,9000104164,0,0,,,,,,0,,,,,,,,,,,,,Sub-IC,0,Middle,Indonesia,Indonesia,,Asia,0,0,0,1,,,497,,1,,0,0,"Updated reporting count February 2023. . MTU transaction committed under OPIC, not required to submit DOS.",0,0,United States Agency for International Development (USAID),,Yellow Book,,001t0000006dCkE,United States,,US,,A-027308
MA - 000087,ADM Capital Sustainable Landscape,a273d000002OPpI,,,,Indonesia,ODP,,0,0,0,0,0,,2024,,,1/19/2024,11/30/2034,Development Impact Monitoring Review,9000104718,,,0,0,,,,,,,8/19/2024,,SMEF,,100000000,100000000,1,1,4/12/2022,,Transferred to Monitoring,100,Q3-2022,2022,567,753,Portfolio,"A sustainable landscape fund providing financing to SMEs in sustainable agriculture production, land regeneration, and forest protection",0,0,9/22/2020,4/10/2025,,006t0000003DtRs,,"Director, Relationships (Asia/Mena)",,Office of Small Business and Financial Services (OSBFS),,SMEF User,1,,Policy Clearance Completed,a9e4b7cb-acdb-4c9f-a4b2-a81a74d490da,43280,,,,SOC-2955,1,8/30/2021,C-Cleared,Clearance Completed,,,,,EN-02956,0,D,8/24/2021,C-Cleared,2021-08-24,Clearance Completed,a21t000000Et84M,9000104718-IQ Adjustment Initial Score 2022,,,,,EC-05713,a1It000000B4yKO,Clearance Completed,2022-02-04,2/4/2022,C-Cleared,,135.2,135.16,Highly Developmental,0.1.4,,,1,0,4/6/2023,0,,1,,,,,9000104718,0,0,,2/3/2022,,,,0,3/9/2022,,,12/20/2021,,4/2/2021,,,,,,,Board,0,Middle,,Indonesia,"ASIA REGIONAL, Hong Kong, Indonesia",Asia,0,0,0,1,,,497,,1,Lower Middle Income,1,0,Reporting count updated January 2023,0,0,USAID-Indonesia,,SF,,001t000000MYUIf,Indonesia,,Indonesia,,A-034685
MA - 000063,ADM Capital Sustainable Landscape,a273d000001dV6T,,,,Indonesia,ODP,,0,0,0,0,0,,2024,,,1/19/2024,11/30/2034,Environmental & Social Compliance Project Evaluation,9000104718,,,0,0,,,,,,Administrative,3/15/2024,,SMEF,,100000000,100000000,1,1,4/12/2022,,Transferred to Monitoring,100,Q3-2022,2022,567,753,Portfolio,"A sustainable landscape fund providing financing to SMEs in sustainable agriculture production, land regeneration, and forest protection",0,0,9/22/2020,4/10/2025,,006t0000003DtRs,,"Director, Relationships (Asia/Mena)",,Office of Small Business and Financial Services (OSBFS),,SMEF User,1,,Policy Clearance Completed,a9e4b7cb-acdb-4c9f-a4b2-a81a74d490da,43280,,,,SOC-2955,1,8/30/2021,C-Cleared,Clearance Completed,,,,,EN-02956,0,D,8/24/2021,C-Cleared,2021-08-24,Clearance Completed,a21t000000Et84M,9000104718-IQ Adjustment Initial Score 2022,,,,,EC-05713,a1It000000B4yKO,Clearance Completed,2022-02-04,2/4/2022,C-Cleared,,135.2,135.16,Highly Developmental,0.1.4,,,1,0,4/6/2023,0,,1,,,,,9000104718,0,0,,2/3/2022,,,,0,3/9/2022,,,12/20/2021,,4/2/2021,,,,,,,Board,0,Middle,,Indonesia,"ASIA REGIONAL, Hong Kong, Indonesia",Asia,0,0,0,1,,,497,,1,Lower Middle Income,1,0,Reporting count updated January 2023,0,0,USAID-Indonesia,,SF,,001t000000MYUIf,Indonesia,,Indonesia,,A-034685
MA - 000060,WLB Asset II D Pte. Ltd.,a273d000001ZvyZ,,,,Indonesia,ODP,,0,0,0,0,0,,2024,,,1/15/2024,9/30/2029,Environmental & Social Compliance Project Evaluation,9000104165,,,0,0,,,,,,Administrative,2/26/2024,,SMEF,,18187500,18187500,1,1,9/6/2019,,Transferred to Monitoring,100,Q4-2019,2019,0,1916,Portfolio,Support SMES operating in the sustainable agriculture and clean energy sectors or MFIs deemed to have a positive impact on women’s livelihood,0,0,1/30/2020,4/10/2025,,006t0000003UCxQ,,"Director, Relationships (Asia/Mena)",,Office of Small Business and Financial Services (OSBFS),,SMEF User,1,,N/A,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,Not Scored,0.1.4,,,0,0,9/6/2019,0,,0,,,,,9000104165,0,0,,,,,,0,,,,,,,,,,,,,Sub-IC,0,Middle,Indonesia,Indonesia,,Asia,0,0,0,1,,,497,,,,0,0,,0,0,United States Agency for International Development (USAID),,Yellow Book,,001t0000006dCkE,United States,,US,,A-027308
MA - 000009,Near East Foundation UK,a273d000000kyr6,,,,Jordan,ODP,,0,0,0,0,0,,2022,,,11/8/2022,12/15/2025,,9000103830,,,0,0,,,,,,Administrative,12/20/2022,,SMEF,,10000000,10000000,1,1,3/26/2021,,Transferred to Monitoring,100,Q2-2021,2021,493,757,Portfolio,Refugee Livelihoods Development Impact Bond is an entrepreneurship program to provide sustainable livelihoods for refugees and their host communities,0,0,11/19/2019,2/13/2025,,006t0000003RJyR,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,f010dd88-41e4-4548-ae87-cc69f11e0f24,35720,,,,SOC-2757,0,6/26/2020,C-Cleared,Clearance Completed,,,,,EN-02757,0,C,6/26/2020,C-Cleared,2020-06-26,Clearance Completed,a21t000000Et9TX,9000103830-IQ Adjustment Initial Score 2021,,,,,EC-05515,a1It0000009g6Ek,Clearance Completed,2020-09-10,9/10/2020,C-Cleared,,126.3,125.86,Highly Developmental,0.1.4,,,0,0,4/3/2023,0,,1,,,,,9000103830,0,0,,,,,,0,,,,12/9/2020,,12/16/2019,,,12/9/2020,,,,Sub-IC,0,Middle,,Middle East Regional,"Jordan, Lebanon, MIDDLE EAST REGIONAL",MENA,0,0,0,1,,,299,,1,Upper Middle Income,1,0,,0,0,,,,,,,,,,
MA - 000008,Citibank Jordan,a273d000000kyX7,,,,Jordan,ODP,,0,0,0,0,0,,2022,,,11/10/2022,,Environmental & Social Compliance Project Evaluation,9000025575,,,0,0,,,,,,Administrative,12/20/2022,,Insurance,,150000000,150000000,1,1,1/18/2012,,Contract Executed,100,Q2-2012,2012,0,3764,Portfolio,Citibank N.A. is seeking insurance coverage on their equity investments in Citi branch banks in various countries,0,0,1/8/2015,8/27/2024,,0067000000eCbFI,,Managing Director Of Political & Sovereign Risk,Overseas Private Investment Corporation,Office of Energy (OE),,OPIC SFI,1,,Policy Clearance Completed,,,,,,LHR-1472,0,8/8/2012,C-Cleared,Clearance Completed,,,,,EN-01472,0,C,8/1/2012,C-Cleared,2012-08-01,Clearance Completed,a21t000000HGhBM,9000025575-IQ Adjustment Initial Score 2012,Clearance Completed,,,,EC-03794,,Clearance Completed,2012-08-01,8/1/2012,C-Cleared,,,0,Not Scored,0.1.4,,DUV2C6GUNKM6,0,0,,1,Periodic Monitoring,0,,,,,9000025575,0,0,Required,8/17/2012,,,,0,9/13/2012,,Required,,9/20/2012,9/20/2012,,,,,,,Board,0,Middle,Jordan,Jordan,Jordan,MENA,0,0,0,0,,,278,,0,,0,0,,0,0,"CITIBANK, N. A.",,,,0017000001BzCls,,,USA,ANKNA00000CITIBANKNA,A-004765
MA - 000144,Customer Voice TA Facility,a27eq000001ljYz,,,,Kenya,ODP,,0,0,0,0,0,,2025,,Report for POA Internet Kenya Limited (9000105274),12/11/2024,,Stakeholder Survey,9000116069,,,0,0,,,,,,Office of Investment Policy,12/16/2024,,Technical Assistance,,1000000,1000000,1,1,5/15/2023,,Disbursing (after 1st Disbursement),100,Q3-2023,2023,195,655,Portfolio,"The TA will establish the DFC Customer Voice TA Facility to support the design, implementation, and analysis of end-customer surveys.",0,0,11/1/2022,11/12/2024,,0063d0000029xMF,Office of Investment Policy,Technical Assistance Specialist,,Office of Development Policy (ODP),,Technical Assistance,0,,Not Created,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,Not Scored,0.1.4,,JXCNK5CC1LP8,0,0,,0,,1,,,,,9000116069,0,0,,,,,,0,,,,,,10/21/2022,,,,,,5/19/2023,Sub-IC,0,,,Worldwide,"Worldwide, Kenya",ALL,0,0,0,1,,,999,,,N/A,0,0,,0,0,"60 Decibels, Inc.",,,,0013d000009fMrW,,,United States,,A-036684
MA - 000138,Customer Voice TA Facility,a27eq000001lhdd,,,,Kenya,ODP,,0,0,0,0,0,,2024,,Report for Apollo Agriculture (9000104719),4/12/2024,,Stakeholder Survey,9000116069,,,0,0,,,,,,Office of Investment Policy,12/16/2024,,Technical Assistance,,1000000,1000000,1,1,5/15/2023,,Disbursing (after 1st Disbursement),100,Q3-2023,2023,195,655,Portfolio,"The TA will establish the DFC Customer Voice TA Facility to support the design, implementation, and analysis of end-customer surveys.",0,0,11/1/2022,11/12/2024,,0063d0000029xMF,Office of Investment Policy,Technical Assistance Specialist,,Office of Development Policy (ODP),,Technical Assistance,0,,Not Created,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,Not Scored,0.1.4,,JXCNK5CC1LP8,0,0,,0,,1,,,,,9000116069,0,0,,,,,,0,,,,,,10/21/2022,,,,,,5/19/2023,Sub-IC,0,,,Worldwide,"Worldwide, Kenya",ALL,0,0,0,1,,,999,,,N/A,0,0,,0,0,"60 Decibels, Inc.",,,,0013d000009fMrW,,,United States,,A-036684
MA - 000134,"Root Capital, Inc.",a27eq000001aTMH,,,,Kenya,ODP,,0,0,0,0,0,,2024,,,10/28/2024,,Environmental & Social Compliance Project Evaluation,9000115654,,,0,0,,,,,,,11/27/2024,,SMEF,,35000000,35000000,1,1,9/30/2022,,Transferred to Monitoring,100,Q4-2022,2022,315,663,Portfolio,Partial Guaranty for loans to SMEs in the agricultural sector including newly launched climate adaptation and mitigation loans,0,0,11/19/2021,4/7/2025,,006t0000004FNjN,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,a38b9f6c-ff21-41a0-a3fa-4b71f59bd028,49570,,,,SOC-3163,0,3/29/2022,C-Cleared,Clearance Completed,,,,,EN-03164,0,C,3/29/2022,C-Cleared,2022-03-29,Clearance Completed,a21t000000EtANB,9000115654-IQ Adjustment Initial Score 2022,,,,,EC-05929,a1It000000B6MGH,Clearance Completed,2022-04-27,4/27/2022,C-Cleared,,134,133.99,Highly Developmental,0.1.4,,Y55MT7JXCHL3,0,0,3/27/2023,0,,1,,,,,9000115654,0,0,,4/11/2022,,,,0,5/13/2022,,,3/24/2022,,1/14/2022,,,5/13/2022,,,,IC,0,,,Worldwide,"United States, Worldwide, Kenya",ALL,0,0,0,1,,,999,,1,Lower Middle Income,1,1,"Updated reporting count and project relationship January, 2023",0,0,"Root Capital, Inc.",,SF,,001t0000001ufUT,,,United States,,A-015358
